customer_id,first_name,last_name,email,phone,age,city,registration_date,customer_segment,credit_score,total_spent,last_purchase_date
CUST_00024,Angela,Lowery,bryantlaurie@example.net,589.657.9868x72774,35,Biskra,2024-04-26,Basic,535.0,4672.01,
CUST_00025,John,Gonzales,jimmy55@example.net,822-736-2316,41,Biskra,2024-04-05,Basic,850.0,12923.449999999999,
CUST_00026,Bryan,Wall,lstein@example.net,5969705466,29,ANNABA,2023-09-07,Standard,658.0,2141.7799999999997,
CUST_00027,Todd,Price,dramsey@example.org,+1-280-669-9016x272,35,Sétif,2023-11-05,Basic,542.0,7026.370000000001,
CUST_00028,Shawn,Rogers,aramirez@example.com,270-580-5310,18,ANNABA,2025-05-19,Basic,668.0,28573.2,
CUST_00029,Christine,Allen,kcaldwell@example.org,645.829.9124x190,20,Sétif,2025-09-08,Standard,616.0,4755.78,
CUST_00030,James,Vargas,curtisbarton@example.net,+1-819-905-8651x850,60,ORAN,2024-03-01,Standard,753.0,367.66,
CUST_00031,Michael,Snow,bzimmerman@example.org,001-684-998-7769x4531,40,Annaba,2025-02-11,Standard,727.0,6075.77,
CUST_00032,Ashley,Barnett,anthony52@example.com,554.354.9480,29,Annaba,2025-01-09,Standard,663.0,3472.95,
CUST_00033,Tracy,Chang,fbrewer@example.com,9147363495,35,Sétif,2025-11-08,Basic,611.0,1904.87,
CUST_00034,Andrea,Bell,qnelson@example.org,635-618-2337,38,Oran,2025-05-12,Premium,587.0,17717.72,
CUST_00035,Kenneth,Ward,alexis82@example.com,6089427109,45,Sidi Bel Abbès,2024-03-08,Standard,680.0,3922.7000000000003,
CUST_00036,Jack,Williams,ewilson@example.com,519.802.2941x3186,50,Sidi Bel Abbès,2025-08-03,Standard,590.0,6005.549999999999,
CUST_00037,Kenneth,Chapman,ntorres@example.org,+1-213-834-1232x812,50,Sidi Bel Abbès,2024-12-06,Standard,652.0,6619.0,
CUST_00038,Terry,Johnson,jasmine71@example.net,649.436.1832,36,Oran,2023-01-16,Standard,709.0,24944.74,
CUST_00039,Laura,Larson,scott74@example.net,(248)387-7190x6594,34,Annaba,2025-10-01,Premium,560.0,25165.5,
CUST_00040,Mary,Johnston,keyemily@example.com,001-802-978-7429,25,Oran,2024-04-10,Premium,674.0,3918.58,
CUST_00041,Ricky,Morris,hodgemark@example.net,246.980.7154x5168,18,Sétif,2023-01-10,Basic,509.0,12128.1,
CUST_00042,April,Dean,wgarrett@example.org,548.424.7710,45,Blida,2024-07-07,Premium,634.0,4680.15,
CUST_00043,Andrea,Davis,murraydavid@example.org,448.346.7737x8263,-1,Blida,2025-03-07,Basic,803.0,5050.66,
CUST_00044,Melissa,Morgan,lori44@example.net,001-872-978-7558,37,Batna,2025-06-22,Premium,651.0,13055.880000000001,
CUST_00045,Tina,Allen,xhall@example.com,7573662702,45,Sidi Bel Abbès,2023-03-01,Premium,668.0,6898.900000000001,
CUST_00046,Renee,Smith,,874-759-6158,18,Sidi Bel Abbès,2025-06-25,Standard,597.0,7867.9400000000005,
CUST_00047,Barry,Jones,wendy16@example.org,001-517-824-0050x45562,24,Tlemcen,2024-11-28,Basic,699.0,0.0,
CUST_00048,Hector,Thompson,pharvey@example.com,001-623-474-7407,49,Oran,2024-03-10,Basic,603.0,0.0,
CUST_00049,Michael,Matthews,dvaughn@example.com,667.613.6959,18,Algiers,2025-10-18,Premium,590.0,4755.74,
CUST_00050,Dominique,Hill,lozanojulie@example.com,001-739-453-3942x10470,29,Oran,2025-08-04,Standard,712.0,22618.969999999998,
CUST_00051,Mark,Perry,davidryan@example.com,784.324.7451x71236,38,Sétif,2022-11-27,Standard,575.0,3705.63,
CUST_00052,Amanda,Gibson,brenda51@example.net,970.698.5931,42,Sétif,2023-03-19,Standard,,5564.16,
CUST_00053,Brandon,Johnson,pwilson@example.net,(367)958-6926,31,Tlemcen,2024-02-02,Standard,721.0,20061.42,
CUST_00054,Stephanie,Johnson,jeff73@example.com,958-350-6431,18,Annaba,2024-10-15,Standard,644.0,5522.24,
CUST_00055,Carla,Smith,john29@example.org,283-693-3529,39,Constantine,2025-10-29,Standard,556.0,34588.92,
CUST_00056,Amber,Lindsey,guerreroanthony@example.org,(339)950-2402x681,28,Sidi Bel Abbès,2025-03-13,Standard,570.0,18853.899999999998,
CUST_00057,William,Rodriguez,soniawilliams@example.net,447.300.7661x77115,26,Constantine,2023-09-09,Basic,671.0,628.05,
CUST_00058,Cynthia,Kelley,oscar98@example.com,789.961.1836x736,31,SÉTIF,2024-02-10,Standard,419.0,4760.97,
CUST_00059,Cody,Simmons,nicholas27@example.org,711-361-5280,71,Sétif,2023-12-04,Premium,761.0,8165.28,
CUST_00060,Elizabeth,Christensen,schmittcaroline@example.com,798-332-7315,27,Blida,2024-08-02,Premium,541.0,2369.11,
CUST_00061,Lindsay,Bruce,lynchdiane@example.net,302-444-5502x296,53,Algiers,2023-02-20,Standard,703.0,20640.15,
CUST_00062,Alyssa,Bennett,xpeterson@example.com,001-859-991-0229x0147,18,Tlemcen,2024-03-10,Premium,706.0,9021.47,
CUST_00063,Joshua,Fischer,reeddaniel@example.net,+1-497-684-0369x00343,35,Blida,2023-11-06,Standard,566.0,18247.19,
CUST_00064,Adrian,Burgess,davidpatel@example.org,885.816.0607x15969,41,Blida,2023-03-18,Basic,552.0,8804.05,
CUST_00065,Andrew,Nguyen,xcollier@example.org,(313)369-6816x45352,18,Biskra,2024-05-23,Premium,654.0,2495.2,
CUST_00066,Rebecca,Bailey,joelthomas@example.org,(992)712-7799,24,Batna,2023-04-26,Premium,611.0,10935.76,
CUST_00067,Carlos,Ramos,laura90@example.com,814.977.0054x11998,18,Tlemcen,2024-07-11,Standard,570.0,68.77,
CUST_00068,Latoya,Huang,kstout@example.net,759.378.2071,36,Biskra,2024-10-20,Standard,634.0,9394.96,
CUST_00069,Benjamin,Zimmerman,nwarren@example.org,(854)666-5905x151,38,Blida,2025-01-13,Standard,850.0,38790.28,
CUST_00070,Diane,Escobar,mathewaguilar@example.org,(346)829-1486x528,35,Biskra,2023-12-13,Standard,817.0,4737.72,
CUST_00071,Michael,White,matthewmiranda@example.org,222.714.1888,18,Tlemcen,2023-04-04,Premium,764.0,10976.82,
CUST_00072,Nicholas,Martin,jenniferwilliams@example.com,+1-937-994-7383x47359,44,Blida,2025-03-13,Premium,564.0,863.64,
CUST_00073,Wesley,Barnes,lisasolis@example.org,907-458-1814x124,31,Sétif,2023-02-20,Basic,552.0,24282.559999999998,
CUST_00074,Renee,Velasquez,sarah60@example.com,653.961.5305x15220,25,Constantine,2025-02-20,Standard,525.0,3165.34,
CUST_00075,Taylor,Gilbert,smithjason@example.org,+1-298-561-4341,64,Sétif,2024-10-12,Premium,662.0,4711.9800000000005,
CUST_00076,Cindy,Brown,bcarlson@example.net,793.324.6095x39621,57,Biskra,2024-06-30,Standard,784.0,2180.26,
CUST_00077,kristin,Romero,myerstheodore@example.net,(754)705-1531x9520,35,Constantine,2025-05-10,Standard,759.0,11462.73,
CUST_00078,Gail,Pollard,zwelch@example.org,670-843-0305,44,Biskra,2024-04-13,Standard,657.0,22114.98,
CUST_00079,Benjamin,Lucas,michael05@example.com,956-767-6527,18,BISKRA,2023-08-31,Basic,644.0,1987.77,
CUST_00080,Christopher,Coleman,lmorrison@example.net,951-215-4479x6275,31,Batna,2024-09-15,Premium,539.0,11453.43,
CUST_00081,Ryan,Fowler,jonesdana@example.com,220.429.7021x35569,28,Sidi Bel Abbès,2025-09-16,Premium,595.0,15277.099999999999,
CUST_00082,Nathan,Hines,alyssasanders@example.net,931-502-7868x144,49,Tlemcen,2023-09-20,Standard,442.0,1626.1399999999999,
CUST_00083,Sabrina,Henry,taylorcharles@example.org,001-771-555-1884x422,46,ORAN,2025-10-26,Premium,777.0,6851.389999999999,
CUST_00084,Laura,Young,jjohnson@example.net,(878)329-1146x786,20,Constantine,2025-10-12,Premium,721.0,14505.369999999999,
CUST_00085,Dawn,Cole,david89@example.org,001-626-380-1824x22535,42,Blida,2023-06-15,Premium,619.0,14142.59,
CUST_00086,Stephanie,Hill,christina18@example.net,(299)222-9959,28,Oran,2022-12-31,Standard,754.0,11943.669999999998,
CUST_00087,Darlene,Ray,katiebutler@example.net,9783447364,37,Algiers,2023-05-04,Basic,640.0,11170.789999999999,
CUST_00088,Robert,Marshall,catherine55@example.net,(962)558-8153x714,38,Constantine,2023-02-26,Standard,478.0,14593.22,
CUST_00089,kelly,Cruz,kwright@example.com,001-953-227-8774,37,Oran,2025-09-12,Standard,552.0,8289.94,
CUST_00090,William,Levy,brandywilliams@example.com,297.848.0162x4565,38,Algiers,2024-07-29,Standard,748.0,7417.29,
CUST_00091,James,Tran,hughesshannon@example.net,599-812-1655x852,41,Biskra,2022-12-26,Premium,577.0,12447.470000000001,
CUST_00092,Benjamin,Reeves,jstone@example.net,925.695.2694x95888,23,SIDI BEL ABBÈS,2025-04-24,Standard,850.0,5866.550000000001,
CUST_00093,Micheal,Nunez,ysilva@example.net,001-809-474-9930x972,65,Annaba,2022-12-16,Standard,640.0,1912.3899999999999,
CUST_00094,Stacy,Rodriguez,alexanderrobert@example.com,001-936-889-7028x385,43,Batna,2025-09-25,Basic,593.0,11686.32,
CUST_00095,Steve,Patel,erica49@example.com,934.784.3443,34,Sidi Bel Abbès,2023-11-29,Standard,712.0,12014.42,
CUST_00096,Sarah,Pope,keith98@example.com,(652)640-4157x4733,34,Constantine,2023-03-11,Standard,483.0,147.89,
CUST_00097,Joyce,Allen,santiagoamanda@example.net,401.865.7120,22,Sidi Bel Abbès,2024-04-18,Basic,755.0,4607.76,
CUST_00098,James,Maynard,justin01@example.net,001-938-402-6206,36,Blida,2025-06-29,Standard,603.0,7137.85,
CUST_00099,albert,Bradley,hebertmatthew@example.com,+1-688-472-8743x1527,52,Algiers,2025-01-27,Standard,669.0,17246.5,
CUST_00100,Krystal,Bradley,gregorychase@example.com,(585)916-1227x53046,35,Blida,2025-09-22,Basic,756.0,5736.49,
CUST_00101,Kevin,Sharp,greenmichael@example.org,6177426841,29,Tlemcen,2023-07-12,Standard,795.0,13340.59,
CUST_00102,Susan,Mendoza,madkins@example.com,(387)283-3918x78519,34,Biskra,2025-07-28,Standard,673.0,3873.5299999999997,
CUST_00103,James,Herrera,markmeyer@example.org,+1-239-971-8707x28679,34,Blida,2025-01-12,Standard,717.0,9637.77,
CUST_00104,Randy,Velasquez,bethwilliams@example.com,001-718-801-7046x226,27,Sidi Bel Abbès,2025-06-22,Standard,596.0,14386.67,
CUST_00105,Rebecca,Bennett,desireebailey@example.org,+1-868-823-0047,52,Annaba,2023-08-10,Standard,592.0,14806.45,
CUST_00106,Michael,Hill,johnsondonna@example.net,001-903-531-1907x90306,27,Biskra,2023-07-08,Basic,611.0,14040.369999999999,
CUST_00107,Michelle,Brown,jim95@example.net,+1-453-842-8364x408,18,Biskra,2024-05-08,Standard,576.0,5193.4400000000005,
CUST_00108,Teresa,David,ufloyd@example.net,(862)846-2873x34270,65,Biskra,2024-06-14,Basic,596.0,1332.21,
CUST_00109,Paul,Scott,deborah75@example.org,+1-530-546-9901,44,Sidi Bel Abbès,2023-06-28,Standard,700.0,7046.11,
CUST_00110,Rebecca,Turner,lewisjames@example.net,673-893-6385,-1,Sidi Bel Abbès,2024-06-18,Standard,664.0,7003.960000000001,
CUST_00111,Michael,Green,zowens@example.net,853.655.6093x2048,37,Constantine,2023-06-15,Standard,654.0,6106.04,
CUST_00112,Jerry,Hudson,victorpena@example.net,247-377-2522x87280,33,Algiers,2025-02-26,Standard,677.0,2965.6699999999996,
CUST_00113,Robert,Kirby,carloshernandez@example.org,275.609.9770x08860,36,Biskra,2025-10-18,Standard,579.0,10967.98,
CUST_00114,Andre,Li,ldrake@example.org,682-833-9845,53,Oran,2023-12-25,Standard,643.0,2986.6800000000003,
CUST_00115,Richard,Cunningham,kevinclayton@example.org,+1-801-766-6870x0217,22,Tlemcen,2025-10-18,Premium,720.0,3493.21,
CUST_00116,Terri,Jacobson,hallrachel@example.net,001-474-701-4890,57,Algiers,2025-09-30,Standard,542.0,0.0,
CUST_00117,Brenda,Goodwin,thickman@example.org,001-739-268-5621,19,Oran,2024-03-05,Basic,794.0,12405.04,
CUST_00118,Mary,Peterson,,+1-647-573-5866x2961,42,Oran,2023-02-09,Premium,782.0,6923.93,
CUST_00119,Eric,Dawson,jodistewart@example.org,404-875-4121,26,Sidi Bel Abbès,2024-07-14,Standard,830.0,12675.42,
CUST_00120,William,Garcia,gomezchristopher@example.net,460-646-6183x98262,29,Blida,2023-09-02,Standard,407.0,7925.4,
CUST_00121,Dustin,Jackson,robert71@example.com,737-899-3712x406,34,Batna,2024-03-08,Standard,534.0,0.0,
CUST_00122,Ryan,Colon,kevinmorrison@example.net,575.726.5479,22,Sétif,2023-09-15,Standard,621.0,7481.76,
CUST_00123,Kristi,Diaz,brittanygardner@example.net,001-480-873-7416x72434,35,Sétif,2023-02-01,Standard,585.0,20550.01,
CUST_00124,Vicki,Mendoza,sferguson@example.com,+1-405-289-1135,50,Tlemcen,2025-10-25,Standard,669.0,5668.389999999999,
CUST_00125,Erica,Ross,tammy61@example.org,943-788-8993,31,Sétif,2024-04-02,Basic,692.0,26037.62,
CUST_00126,Erin,Vaughn,michaeljohnson@example.org,961-312-5457x3875,35,Sidi Bel Abbès,2025-01-11,Standard,662.0,7705.9,
CUST_00127,Shaun,Jones,patrickdarin@example.com,+1-812-438-2825x8673,29,Constantine,2024-10-13,Standard,807.0,27381.71,
CUST_00128,Ryan,Johnson,shannonjordan@example.org,001-933-341-9182x553,47,Blida,2024-11-16,Basic,646.0,19078.89,
CUST_00129,Tracy,Church,candice96@example.net,355-479-2499,27,Batna,2023-03-21,Standard,689.0,5106.87,
CUST_00130,Kevin,White,williambarnes@example.org,001-966-627-8282,41,Constantine,2023-06-05,Standard,612.0,3079.25,
CUST_00131,Megan,Harvey,stephanie72@example.org,(588)676-7677x2190,19,Algiers,2023-09-09,Basic,766.0,1922.17,
CUST_00132,Amanda,Jackson,xcunningham@example.com,+1-281-991-4858,46,Biskra,2023-07-09,Standard,600.0,6049.45,
CUST_00133,Ronald,Fitzgerald,kennethkidd@example.com,451-571-3395x962,31,Annaba,2025-04-12,Basic,850.0,3987.96,
CUST_00134,Ashley,Patel,mariopadilla@example.com,001-448-512-6042,43,Constantine,2024-12-30,Premium,655.0,2734.76,
CUST_00135,maria,Juarez,kburns@example.net,766-271-1684x577,45,Oran,2025-01-21,Standard,684.0,11502.48,
CUST_00136,Stephen,Beck,melissa86@example.org,(237)345-4589x29750,42,Sidi Bel Abbès,2022-11-29,Basic,544.0,5035.88,
CUST_00137,Sarah,Moore,bsmith@example.org,001-824-624-1541x520,36,ANNABA,2024-02-25,Standard,686.0,2947.59,
CUST_00138,Christopher,Davis,thomasanderson@example.org,370.705.1627x13611,42,Batna,2025-07-04,Standard,535.0,35.48,
CUST_00139,Derrick,Ayala,darlenebyrd@example.org,390.492.7532x69731,38,Oran,2024-08-19,Standard,692.0,12990.380000000001,
CUST_00140,Patrick,Richmond,kylie34@example.net,538-599-9404,31,Sétif,2023-10-01,Basic,,20585.260000000002,
CUST_00141,Brian,Hurst,troyrodriguez@example.com,+1-491-980-5526x9658,23,Oran,2022-11-30,Standard,434.0,8436.73,
CUST_00142,Carlos,Baker,livingstonstacy@example.com,348.566.6188x92414,46,Constantine,2024-06-21,Standard,617.0,3061.6099999999997,
CUST_00143,peter,Walters,collinssamuel@example.org,6314617990,51,Oran,2022-11-25,Basic,706.0,14682.2,
CUST_00144,Derrick,Smith,hbenton@example.net,001-642-352-4105x6481,36,Sidi Bel Abbès,2024-03-24,Premium,643.0,11980.01,
CUST_00145,Michael,Porter,michaelscott@example.org,001-913-780-0030,37,Sétif,2025-08-16,Standard,789.0,6493.95,
CUST_00146,Harold,Horne,tranrobin@example.net,+1-263-453-6541x9518,36,Annaba,2025-04-11,Standard,516.0,8662.99,
CUST_00147,Tina,Finley,wileymichelle@example.com,918-570-5349x49375,36,Biskra,2025-02-22,Basic,607.0,17422.37,
CUST_00148,John,Smith,ijohnson@example.com,+1-405-606-4138x3670,20,Oran,2022-12-30,Basic,580.0,16403.21,
CUST_00149,Jesse,Bruce,xhaynes@example.com,001-519-618-2619x9062,20,BLIDA,2025-06-01,Standard,680.0,13931.84,
CUST_00150,Sara,Long,louis43@example.org,729.812.1277,28,Oran,2024-06-21,Standard,513.0,13816.58,
CUST_00151,Tami,Clark,,+1-649-403-5213x56804,41,Algiers,2025-09-20,Standard,812.0,18864.07,
CUST_00152,Melissa,Hawkins,codygarcia@example.org,600-332-3651,35,Algiers,2025-11-08,Premium,573.0,12889.060000000001,
CUST_00153,James,Brewer,christopherboone@example.com,207-802-9667,49,Sétif,2023-05-20,Basic,529.0,8758.1,
CUST_00154,Jason,Lopez,sean20@example.net,+1-493-847-6870x146,41,Annaba,2024-10-16,Standard,557.0,596.37,
CUST_00155,Laura,Wright,mayokimberly@example.com,587.259.8564x2059,21,Blida,2023-01-15,Basic,618.0,4832.99,
CUST_00156,Victoria,Moreno,terrigarcia@example.net,448.503.9652,36,Tlemcen,2023-10-26,Basic,634.0,4690.0,
CUST_00157,Joanna,Howard,warnermichael@example.net,001-229-337-8427,18,Algiers,2023-07-24,Standard,700.0,8714.24,
CUST_00158,Jeffery,Fox,riverachristina@example.org,325-700-2921x85156,35,Blida,2023-10-31,Standard,640.0,2789.68,
CUST_00159,Theresa,Oconnor,fconner@example.net,828-295-3926x44220,41,Constantine,2024-09-02,Standard,560.0,9928.74,
CUST_00160,Samantha,Ponce,daniellegarcia@example.com,(951)235-5215,51,Blida,2023-06-29,Standard,705.0,10644.740000000002,
CUST_00161,Heather,Bell,lebrandon@example.com,001-462-967-6586x1793,35,Oran,2025-04-05,Basic,702.0,8478.410000000002,
CUST_00162,Arthur,Smith,,(821)481-5997x0629,53,Algiers,2023-03-02,Standard,771.0,7228.09,
CUST_00163,Jamie,Lee,,8693872050,27,Blida,2025-05-02,Standard,619.0,6057.92,
CUST_00164,Colleen,Castillo,johnsongeorge@example.com,871-446-7741,18,Batna,2025-07-09,Premium,743.0,9374.2,
CUST_00165,Mike,Griffin,scott43@example.com,001-502-211-5869,-1,Sétif,2025-04-26,Premium,390.0,3197.0,
CUST_00166,Robert,Nichols,parmstrong@example.com,416-508-9899x2172,34,Annaba,2023-03-30,Premium,707.0,7927.68,
CUST_00167,Rodney,Mcneil,oharris@example.org,+1-945-211-6868x548,32,Tlemcen,2024-08-16,Standard,821.0,6119.86,
CUST_00168,Kimberly,Rodriguez,eddiematthews@example.org,991-948-5646,27,Algiers,2023-05-19,Standard,832.0,24956.01,
CUST_00169,Richard,Montgomery,vwilliams@example.net,607.945.0544,50,Oran,2025-10-12,Premium,806.0,11184.2,
CUST_00170,Jeremy,Turner,,001-469-313-7367x8508,30,Blida,2024-12-28,Premium,668.0,8870.38,
CUST_00171,richard,Deleon,thompsonnancy@example.org,9308705345,22,Oran,2024-11-27,Standard,703.0,7932.039999999999,
CUST_00172,John,Burns,ethompson@example.net,+1-255-424-1406,46,Tlemcen,2025-03-15,Standard,574.0,3386.4900000000002,
CUST_00173,Jason,Walker,ericaadams@example.com,800.772.2903x49446,27,Sidi Bel Abbès,2023-08-15,Basic,742.0,4878.77,
CUST_00174,Steven,Byrd,asilva@example.net,+1-658-699-4417x15454,22,Annaba,2023-04-25,Standard,453.0,763.75,
CUST_00175,Kathy,Yoder,rguerrero@example.org,001-507-944-6660x9935,45,Batna,2024-05-21,Basic,591.0,6802.599999999999,
CUST_00176,Megan,Pittman,kellyruiz@example.net,682-651-3534x655,42,Sidi Bel Abbès,2025-06-01,Standard,767.0,18428.96,
CUST_00177,Thomas,Delacruz,kennedyjames@example.org,+1-768-446-0223x56972,28,Oran,2024-04-29,Standard,708.0,15799.380000000001,
CUST_00178,Crystal,Thompson,smithjoshua@example.org,001-827-912-9666,44,SÉTIF,2022-11-17,Standard,688.0,0.0,
CUST_00179,Amanda,Cross,mcclainkatherine@example.net,800.633.5421,32,Constantine,2023-01-22,Basic,564.0,1967.76,
CUST_00180,Brandon,Fry,,262-457-5326x03323,33,Oran,2023-12-18,Basic,651.0,8642.64,
CUST_00181,Debra,Johnson,kelsey90@example.net,6109016761,43,Constantine,2023-06-25,Basic,612.0,6115.25,
CUST_00182,Gina,Smith,qstanley@example.net,999-526-1891x411,18,Tlemcen,2023-06-18,Basic,776.0,2717.6400000000003,
CUST_00183,Jose,Mills,michaelortiz@example.org,3873375300,59,Tlemcen,2024-11-14,Standard,770.0,712.31,
CUST_00184,Edward,Davis,cummingscraig@example.com,+1-837-344-7012x0455,43,Oran,2025-06-01,Basic,745.0,3965.3599999999997,
CUST_00185,Pamela,Smith,elizabethjackson@example.com,894.915.5216x674,53,Sétif,2024-10-23,Basic,713.0,0.0,
CUST_00186,laura,Wilson,jarvismegan@example.org,(397)897-2965x90277,30,Sidi Bel Abbès,2023-01-01,Standard,758.0,15619.15,
CUST_00187,Jose,Edwards,tiffanysantiago@example.com,489.916.3756x28900,36,Sidi Bel Abbès,2025-06-21,Standard,473.0,14603.7,
CUST_00188,Charles,Vasquez,markramirez@example.net,986.363.1779,20,Sidi Bel Abbès,2024-03-15,Premium,362.0,2336.56,
CUST_00189,David,Jimenez,garciarobert@example.net,+1-901-799-4883,23,Batna,2025-05-04,Basic,680.0,15379.659999999998,
CUST_00190,Lisa,Richard,ann99@example.com,001-757-311-3055x488,32,Algiers,2025-07-21,Standard,686.0,10098.550000000001,
CUST_00191,Travis,Underwood,nrodriguez@example.org,216.337.3516,18,Sidi Bel Abbès,2024-03-27,Standard,738.0,8716.2,
CUST_00192,Bridget,Gordon,vsmith@example.org,+1-369-878-2922,45,Tlemcen,2024-09-06,Basic,558.0,16453.760000000002,
CUST_00193,Marc,Keith,spetty@example.org,765-547-2269x848,25,Annaba,2023-06-29,Standard,618.0,11141.900000000001,
CUST_00194,Jennifer,Parks,tinasantos@example.org,385.215.8799x68460,31,Sétif,2023-04-20,Standard,665.0,8354.0,
CUST_00195,Ellen,Gonzalez,tonyavega@example.org,5438805719,29,Annaba,2024-05-24,Standard,850.0,12430.64,
CUST_00196,Laura,Horton,housepaul@example.net,580-604-3973x59893,27,Sidi Bel Abbès,2023-05-25,Standard,710.0,12451.16,
CUST_00197,Felicia,Lopez,jillwilson@example.org,(748)242-2940x57202,30,Tlemcen,2025-05-24,Standard,701.0,3033.4799999999996,
CUST_00198,Kevin,Tyler,charles58@example.org,(381)782-6886,23,Annaba,2025-07-07,Standard,649.0,10302.92,
CUST_00199,Elizabeth,Rivera,jeffery98@example.com,+1-201-757-3993,39,Sétif,2025-08-11,Standard,786.0,30084.46,
CUST_00200,Sierra,Cruz,angel85@example.net,377.504.3581x12880,45,Annaba,2025-06-16,Basic,607.0,6121.3,
CUST_00201,Roger,Garcia,elucas@example.net,+1-520-675-0110x24819,32,Sétif,2024-01-11,Standard,533.0,5552.93,
CUST_00202,Crystal,Hamilton,pricedavid@example.org,+1-691-990-1581x4491,48,SÉTIF,2024-01-19,Standard,793.0,15963.5,
CUST_00203,Donna,Wells,derekmyers@example.net,824-350-8821x0099,25,Blida,2023-06-30,Basic,709.0,23545.63,
CUST_00204,Judith,Swanson,robertbrewer@example.net,(222)939-4312,33,Biskra,2023-01-31,Basic,425.0,9107.02,
CUST_00205,Emily,King,jessicafreeman@example.com,(623)414-9135x775,27,Tlemcen,2024-07-25,Standard,447.0,4439.92,
CUST_00206,Lindsey,Benjamin,adamsanchez@example.org,001-364-452-5777x547,39,Tlemcen,2023-02-09,Standard,570.0,7736.5599999999995,
CUST_00207,Juan,Serrano,josemercado@example.org,001-910-480-9969x3084,51,Batna,2024-01-16,Standard,751.0,6618.610000000001,
CUST_00208,Patricia,Lawrence,dennis88@example.org,(458)903-9282x7229,43,Batna,2022-12-26,Standard,716.0,4303.11,
CUST_00209,Kathleen,Hall,mike03@example.net,(467)870-0518x449,36,Sétif,2023-12-17,Standard,760.0,5016.81,
CUST_00210,Denise,Houston,nicholas38@example.com,(657)579-0827x231,29,Constantine,2023-06-04,Basic,725.0,6774.52,
CUST_00211,michael,Love,guerrerorobert@example.com,001-417-477-3926x0302,42,Biskra,2022-12-24,Premium,611.0,29607.1,
CUST_00212,Ashley,Brown,sandra86@example.net,001-404-513-7977,18,Sétif,2024-08-31,Standard,727.0,25928.68,
CUST_00213,Laura,Hoover,,001-857-499-1366x2103,33,Tlemcen,2023-02-25,Basic,633.0,5845.54,
CUST_00214,Thomas,Mendez,richamanda@example.org,772-298-0686,23,Biskra,2024-02-25,Premium,673.0,3906.7200000000003,
